F,4,11,5,8,4,4,11,4,6,11,10,6,2,10,3,5
N,5,9,5,5,2,5,8,4,6,4,4,9,4,7,2,8
I,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8
Y,5,8,5,6,3,5,9,1,8,9,9,5,1,11,3,4
Z,2,4,4,3,2,7,8,2,9,12,7,7,1,8,5,6
N,5,11,7,8,6,7,7,8,5,7,5,6,3,7,3,8
N,4,7,5,5,4,6,7,8,5,7,5,7,3,7,3,8
P,4,10,4,7,2,4,10,10,3,9,6,4,2,10,4,8
K,12,15,11,9,5,6,8,3,7,9,9,10,6,10,4,6
A,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8
K,5,10,6,7,2,4,7,9,2,7,6,12,3,8,3,11
G,7,11,8,8,5,6,6,7,8,10,7,11,2,10,5,9
K,4,5,7,4,4,6,7,1,7,10,7,10,3,8,3,8
A,3,10,6,7,4,11,3,2,2,9,2,9,3,7,3,9
T,2,1,3,2,1,6,12,2,7,8,11,8,1,10,1,7
Q,4,9,5,8,3,8,6,9,7,6,5,9,3,8,4,8
Y,3,4,5,6,1,7,12,2,3,8,12,8,1,10,0,8
N,3,7,5,5,3,7,9,6,5,7,6,7,5,9,2,6
L,2,6,2,4,1,0,1,5,6,0,0,7,0,8,0,8
E,7,13,5,7,3,6,8,6,8,10,6,10,1,8,8,8
J,1,3,2,5,1,12,3,9,3,13,5,13,1,6,0,8
Z,2,1,2,2,1,7,7,3,11,9,6,8,0,8,7,8
G,1,0,1,0,0,8,7,5,4,6,5,9,1,8,4,10
U,5,9,6,7,6,8,8,8,5,5,7,9,3,8,4,6
C,3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10
G,8,12,6,6,5,8,8,4,3,9,5,6,4,9,9,8
W,6,10,6,8,6,2,11,2,2,10,9,7,6,11,2,6
J,4,9,6,6,4,7,6,4,5,8,6,7,5,6,4,6
L,4,11,6,8,8,7,8,3,5,6,6,10,6,11,7,5
R,5,10,7,8,6,6,8,5,6,6,5,8,3,6,6,9
F,2,4,4,3,2,7,9,1,7,13,5,5,1,9,2,8
Y,6,12,5,6,3,4,9,4,2,10,9,6,3,9,3,4
Y,3,5,5,4,2,7,10,1,7,7,11,8,1,11,2,8
H,2,1,3,3,2,6,7,5,6,7,6,8,3,8,3,8
X,3,6,4,4,3,7,8,3,8,6,6,8,2,8,6,8
R,5,11,7,8,10,6,7,3,4,6,6,9,7,10,8,6
P,3,6,5,4,3,5,12,6,3,10,7,2,1,10,3,6
U,3,3,3,5,1,7,5,13,5,7,14,8,3,9,0,8
C,2,0,2,1,1,6,7,6,10,7,6,14,0,8,4,9
R,1,0,2,1,1,6,9,7,3,7,5,8,2,7,4,11
T,8,15,7,9,3,6,10,3,8,13,6,6,2,8,5,4
Y,6,8,8,11,12,8,8,4,2,7,8,9,4,12,9,8
O,4,7,4,5,3,7,7,8,6,9,7,10,3,8,3,7
J,0,0,1,0,0,12,4,6,3,12,4,11,0,7,0,8
R,3,4,5,3,3,9,7,3,5,11,3,6,2,7,3,9
Z,1,3,3,2,1,8,7,2,9,11,6,8,1,8,5,7
X,3,11,4,8,4,7,7,4,4,7,6,8,3,8,4,8
U,2,3,3,2,1,5,8,5,6,10,9,9,3,9,2,6
C,5,11,6,8,5,5,8,8,7,10,8,13,2,11,4,10
V,5,11,7,8,8,8,5,5,3,8,7,9,9,9,6,11
C,4,7,5,5,2,6,7,6,10,6,6,12,1,7,4,8
M,8,10,11,7,7,5,6,4,5,11,10,11,11,5,4,7
I,1,1,1,1,1,7,7,2,7,7,6,8,0,8,2,8
U,1,0,2,1,0,8,6,11,4,7,12,8,3,10,0,8
L,5,11,7,8,9,8,7,3,5,6,7,9,7,10,7,6
J,1,3,1,2,0,10,6,2,5,11,4,9,0,7,1,7
F,5,8,7,6,3,4,12,3,6,14,8,4,1,10,1,7
G,2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9
G,4,10,6,8,7,8,6,5,2,6,6,10,7,8,5,10
A,2,1,3,1,1,7,4,2,0,7,2,8,2,6,2,8
Q,2,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8
B,4,8,6,6,6,8,7,6,5,9,7,6,3,8,7,8
P,1,0,1,0,0,5,10,7,1,9,6,5,1,9,2,8
C,3,8,4,6,3,5,8,6,6,9,8,14,1,9,3,10
E,2,4,4,3,2,6,8,2,8,11,7,9,2,8,4,8
M,10,13,12,7,6,10,2,3,2,10,2,9,8,1,2,8
L,2,6,2,4,1,0,2,5,6,0,0,7,0,8,0,8
D,4,11,6,8,7,8,7,5,7,7,6,6,6,8,3,7
B,2,6,3,4,3,6,7,7,5,7,6,7,2,8,6,9
E,4,9,6,7,5,5,9,3,7,11,9,9,3,9,4,6
Q,6,15,6,8,4,7,5,5,8,9,5,8,3,7,9,9
M,7,6,9,5,9,7,8,5,4,6,5,8,13,7,5,8
G,4,6,6,6,6,7,7,5,4,7,7,8,7,10,6,8
U,3,6,5,4,4,8,8,8,5,6,7,9,3,8,4,6
X,3,7,4,4,1,7,7,4,4,7,6,8,3,8,4,8
N,8,10,10,9,11,7,7,5,4,7,6,7,8,9,6,5
W,5,6,5,4,4,3,10,2,3,10,9,8,6,11,2,6
I,0,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8
F,5,5,5,7,2,1,15,5,3,12,9,4,0,8,3,6
E,5,10,5,8,5,2,7,5,9,7,6,14,0,8,6,8
Y,4,10,6,7,1,8,10,2,2,6,13,8,1,11,0,8
B,4,8,6,6,5,10,6,3,6,10,4,7,3,8,5,11
D,4,8,5,6,4,6,7,8,7,6,5,4,3,8,4,8
O,2,1,2,2,1,8,7,7,5,7,6,8,2,8,3,8
H,3,3,5,2,2,7,8,3,5,10,7,8,3,8,3,7
Q,4,5,5,5,2,8,5,8,8,6,4,8,3,8,4,8
Y,4,8,4,6,2,3,12,4,5,12,12,6,1,11,2,6
B,3,8,4,6,5,8,7,8,5,7,6,6,3,8,7,10
O,4,9,5,7,3,6,9,7,5,10,8,7,3,8,3,8
P,3,4,5,3,3,7,10,6,3,11,4,3,1,10,3,8
E,1,0,1,0,0,5,8,5,7,7,6,12,0,8,6,10
O,3,7,4,5,2,8,8,8,6,6,7,9,3,8,4,8
V,3,8,5,6,1,9,8,4,3,6,14,8,3,9,0,8
Q,6,9,6,10,8,8,5,7,4,9,5,8,4,8,5,7
K,4,8,5,6,7,8,7,3,4,6,6,8,6,8,7,5
T,6,10,6,7,4,6,12,4,7,11,9,4,2,13,4,4
C,5,9,6,7,3,4,8,6,9,12,9,12,1,9,3,7
U,4,5,5,3,2,6,8,6,7,7,10,10,3,9,1,8
N,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8
C,3,2,4,3,2,6,8,7,7,9,8,12,2,10,3,9
K,7,10,9,8,5,4,8,3,8,11,11,11,4,6,5,5
H,6,11,8,8,8,6,6,8,4,6,4,8,4,6,8,11
P,6,10,5,5,3,4,12,6,1,12,6,4,3,10,4,8
P,1,0,2,0,0,5,11,6,1,9,6,5,1,9,3,8
U,3,3,4,2,1,5,8,5,7,11,10,8,3,9,2,6
C,5,9,5,7,4,4,8,5,6,11,9,14,2,9,3,7
U,5,4,6,3,2,4,8,5,8,10,9,9,3,9,2,6
E,2,3,2,1,1,7,7,5,7,7,6,8,2,8,5,10
V,10,15,9,8,5,6,9,4,4,9,8,5,5,12,3,8
J,2,6,4,4,3,10,5,2,4,7,5,5,3,8,4,6
Y,5,9,5,6,3,3,10,2,7,11,11,6,1,11,2,5
B,4,6,5,4,4,8,9,3,5,10,5,5,3,8,5,8
F,4,9,5,6,2,1,12,5,5,12,10,8,0,8,2,6
L,8,12,8,6,4,8,4,4,5,12,8,11,3,9,6,9
S,4,9,6,7,3,9,7,4,8,12,4,7,2,8,5,9
O,2,6,3,4,3,7,8,7,5,7,9,8,2,9,3,7
U,6,7,7,5,3,4,10,6,7,12,11,8,3,9,2,7
R,3,7,4,5,2,5,10,8,3,7,5,8,2,8,6,11
T,3,6,4,4,3,7,8,7,6,7,7,8,3,10,5,9
Z,1,3,2,1,1,7,7,5,8,6,6,8,1,8,6,8
O,5,6,6,9,3,8,7,9,8,7,6,9,3,8,4,8
G,7,11,9,9,12,8,7,4,3,6,5,9,8,7,9,14
K,6,9,9,8,9,6,7,2,4,7,4,9,7,5,10,10
Y,8,10,6,15,5,4,9,3,1,9,10,5,4,10,7,5
G,6,9,5,4,3,8,3,4,3,7,3,5,4,7,4,9
H,4,5,7,4,4,7,8,3,6,10,6,8,3,8,3,8
J,3,9,4,7,1,12,2,10,4,14,5,13,1,6,0,8
T,3,5,4,4,2,6,10,1,8,11,9,5,1,9,3,4
W,5,9,7,7,3,8,8,4,2,7,8,8,8,9,0,8
B,2,4,4,3,3,8,7,2,5,10,5,6,2,8,4,9
U,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8
F,1,3,3,2,1,5,11,3,4,13,7,5,1,9,1,7
R,4,10,6,8,6,7,7,4,6,6,5,7,3,7,5,9
U,3,9,4,7,2,7,5,15,5,7,12,8,3,9,0,8
M,8,9,12,8,12,7,7,4,4,6,5,8,14,9,6,9
P,3,4,5,2,2,7,11,4,3,12,4,2,1,9,2,9
I,2,11,2,8,4,7,7,0,6,7,6,8,0,9,3,8
J,3,5,5,6,4,8,9,4,5,7,6,8,3,8,8,9
P,6,9,8,7,7,6,6,8,4,7,6,8,4,9,8,11
U,4,8,6,6,6,10,6,4,5,6,7,6,5,8,4,6
I,1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8
P,4,7,6,5,3,7,12,4,5,14,5,1,0,10,3,8
H,3,3,5,2,3,7,7,2,6,10,6,8,3,8,3,7
V,4,2,6,4,2,7,13,3,4,8,12,8,3,10,2,8
N,6,9,9,7,5,7,9,2,5,10,6,6,6,9,1,8
G,6,11,7,8,4,7,6,7,7,11,6,13,3,9,5,8
W,4,2,6,4,4,9,11,2,2,5,9,7,9,11,2,7
S,5,11,6,8,6,8,8,5,8,5,5,8,0,8,9,8
J,1,3,3,2,1,9,4,4,4,13,7,12,1,7,0,7
B,3,7,4,5,3,6,6,9,7,6,6,7,2,8,9,9
V,3,10,5,8,2,8,8,4,3,6,14,8,3,9,0,8
E,4,9,4,6,4,3,6,5,9,6,7,13,0,8,7,9
Q,5,6,5,8,5,8,4,6,5,10,5,10,4,7,6,7
G,6,10,8,7,5,7,7,7,6,5,7,9,3,8,4,8
X,3,6,5,5,5,9,6,2,6,8,6,7,3,10,8,6
D,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7
G,5,9,6,6,7,9,6,5,2,6,6,10,6,7,5,11
X,3,5,6,3,2,5,8,2,9,11,10,9,2,9,3,6
F,6,10,9,7,5,5,12,4,5,13,8,4,2,10,2,6
W,3,7,5,5,3,11,8,5,1,6,9,8,7,10,0,8
Q,4,9,5,8,5,8,8,7,4,5,9,9,2,9,4,9
Z,4,8,5,6,5,7,7,5,10,7,6,8,1,8,7,7
W,6,9,8,6,7,7,7,6,3,8,8,7,7,9,5,10
F,2,5,3,4,2,6,9,4,5,10,9,6,2,10,3,6
Y,6,9,6,4,3,7,7,4,4,9,8,6,4,10,4,4
I,1,9,0,7,1,7,7,5,3,7,6,8,0,8,0,8
U,2,3,3,2,1,5,8,4,5,10,8,9,3,10,1,7
A,4,11,7,8,6,7,5,1,4,5,2,6,5,6,6,6
U,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8
D,1,3,2,2,1,9,6,4,4,10,3,5,2,8,2,8
S,6,12,6,6,3,10,4,4,3,12,6,9,3,10,2,8
U,1,3,2,1,1,9,8,6,5,5,9,7,3,10,0,8
D,3,9,5,6,4,6,7,9,6,6,6,5,3,8,3,8
I,2,6,3,4,1,7,7,1,8,14,6,8,0,8,1,8
O,5,9,4,4,3,6,8,6,4,9,8,9,4,9,4,8
V,3,7,5,5,1,8,8,4,2,6,14,8,3,10,0,8
P,5,9,7,7,6,9,8,4,5,11,4,4,2,9,4,8
T,2,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8
S,3,7,4,5,3,8,8,7,6,7,6,8,2,8,9,8
G,3,6,4,4,2,8,6,7,7,6,6,9,1,7,6,11
O,4,11,5,8,3,7,7,9,7,7,6,8,3,8,4,8
X,5,9,8,6,4,10,6,2,8,10,2,7,3,8,3,9
G,5,9,7,7,7,7,9,6,3,5,5,10,4,8,7,8
U,6,9,6,7,4,5,7,7,8,8,6,9,3,9,3,4
F,4,9,5,6,2,1,11,5,7,12,11,9,0,8,2,6
Q,5,8,6,10,6,9,5,7,4,9,5,11,4,8,6,7
M,1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8
B,7,13,7,7,6,10,6,4,5,9,5,8,6,8,8,9
C,5,8,6,6,2,3,10,5,8,12,11,10,1,8,2,6
K,7,9,10,8,10,9,7,3,4,9,2,8,8,4,8,12
R,1,1,2,1,1,6,9,8,4,7,5,8,2,7,4,11
A,6,11,8,9,8,7,7,8,4,8,5,8,4,8,10,1
Q,6,7,6,9,7,8,5,7,4,8,6,7,6,8,6,9
K,4,10,5,7,2,3,8,8,2,7,5,11,3,8,3,10
I,1,6,1,4,1,7,7,0,7,7,6,9,0,8,3,8
V,5,6,5,4,3,4,12,1,2,8,10,7,3,11,1,7
F,2,1,3,2,1,5,11,3,5,11,9,5,1,10,3,6
O,4,8,5,6,4,7,8,8,5,10,7,8,3,8,3,8
A,2,7,4,5,3,12,3,2,2,9,2,9,3,7,3,9
N,6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8
C,2,1,2,2,1,6,8,7,7,9,7,12,1,10,4,10
W,1,0,1,0,0,7,8,3,0,7,8,8,3,9,0,8
M,5,7,6,5,7,8,8,6,5,7,6,8,7,9,7,6
Q,5,9,6,11,7,7,9,4,3,8,10,10,4,10,8,8
C,3,8,4,6,3,5,7,6,7,7,5,11,1,8,4,10
A,7,9,10,8,8,6,8,2,4,7,7,9,8,6,4,8
Y,3,5,5,8,1,6,10,2,2,7,13,8,2,11,0,8
I,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8
B,5,9,7,8,9,7,7,5,4,7,6,8,6,9,8,7
G,4,7,4,5,2,6,7,6,6,10,8,9,2,9,4,9
L,4,9,4,5,2,9,3,4,5,12,4,13,2,6,5,9
I,2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8
Y,8,10,7,5,4,8,6,4,6,9,6,5,4,10,4,6
K,3,6,5,4,5,8,6,4,4,7,6,8,6,7,6,8
X,5,11,9,9,7,6,8,2,6,7,6,9,6,5,8,7
V,8,10,7,8,5,3,12,2,3,9,11,8,7,11,2,6
S,8,11,9,8,6,7,8,3,6,10,5,7,4,6,6,8
K,3,7,5,5,5,5,6,3,4,6,5,9,5,7,8,7
A,3,8,5,5,2,7,5,3,1,7,1,8,2,7,2,7
S,9,13,8,7,4,9,4,4,3,13,8,10,4,9,3,9
D,2,4,4,3,2,8,7,5,6,9,5,5,2,8,3,7
Q,6,9,8,7,6,8,4,9,5,7,4,8,3,8,4,8
N,10,13,9,7,4,4,9,4,7,3,3,11,5,8,2,7
Z,5,7,7,9,6,10,5,4,4,8,2,6,2,7,7,8
A,4,9,7,7,4,8,2,2,3,6,1,7,2,7,3,7
B,4,6,5,4,4,8,7,5,6,9,6,6,2,8,6,9
U,5,8,5,6,2,7,4,14,5,7,14,8,3,9,0,8
S,3,5,6,3,2,6,8,2,7,10,7,8,1,9,5,6
P,3,1,4,2,2,5,10,4,4,10,8,4,1,9,4,7
C,3,2,4,4,2,6,8,7,7,8,7,13,1,9,4,10
Q,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8
Q,5,6,7,9,8,8,11,4,3,5,8,11,5,13,7,11
E,3,8,5,6,4,4,8,5,8,11,10,9,2,9,4,5
D,2,4,4,3,2,9,6,4,6,10,4,5,2,8,3,8
G,4,2,5,4,3,7,6,6,6,6,6,9,2,8,4,8
V,2,1,4,2,1,6,13,3,2,8,11,8,2,10,1,8
A,4,10,7,7,2,7,5,3,1,7,1,8,3,7,2,8
A,2,8,4,6,2,12,3,3,2,10,1,9,2,6,2,8
R,3,2,4,4,3,7,7,5,5,6,5,7,3,6,6,9
S,3,5,4,4,2,8,7,3,7,10,6,8,1,9,5,8
Q,5,9,5,4,3,8,5,4,8,10,4,9,3,7,8,10
Z,6,9,9,7,6,8,6,2,9,11,5,9,3,5,7,8
C,7,10,8,8,5,3,7,5,7,11,10,14,2,9,3,7
F,6,12,5,6,3,4,12,3,5,12,7,4,2,7,5,5
B,4,10,5,8,7,7,8,9,6,7,6,7,2,7,8,10
R,3,7,3,5,3,5,9,7,3,7,5,8,2,7,4,11
W,8,10,9,8,6,1,10,3,3,11,11,9,7,10,1,7
K,6,10,8,7,6,6,6,1,7,10,6,10,4,8,4,8
P,2,4,4,3,2,8,8,3,5,12,4,4,1,10,2,8
O,3,6,4,4,3,7,8,7,4,9,7,8,3,8,2,8
J,5,8,4,6,3,8,7,2,4,11,6,8,2,10,6,11
A,6,9,5,4,2,11,3,3,1,9,4,11,4,5,4,9
P,3,7,5,5,3,9,8,2,5,12,4,5,1,10,2,9
N,10,13,12,8,5,4,9,3,4,13,10,9,6,8,0,7
M,3,2,5,3,3,9,6,6,4,6,7,6,7,5,2,6
P,3,7,5,11,8,8,9,5,0,8,6,6,5,11,6,9
Z,3,7,5,5,3,6,8,2,9,11,7,7,1,9,6,7
S,4,6,5,4,3,9,8,3,7,10,4,7,2,7,4,9
X,1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,8
P,4,8,4,5,2,5,10,9,5,9,6,5,2,10,4,8
C,6,11,6,8,4,5,8,7,8,12,9,12,2,10,4,6
P,5,8,7,6,5,9,8,2,6,13,5,5,2,9,3,9
D,3,7,3,5,2,5,6,10,7,5,4,5,3,8,3,8
Z,2,4,5,3,2,7,8,2,9,12,7,7,1,8,5,6
Y,7,6,6,9,4,6,8,4,2,7,10,5,4,10,5,6
L,1,3,3,1,1,6,4,1,7,7,2,9,0,7,2,8
K,4,5,5,4,3,5,7,4,8,7,6,10,6,8,5,9
T,6,9,6,6,4,7,11,3,9,12,9,4,2,12,3,4
R,2,1,2,1,1,6,10,7,2,7,5,8,2,7,4,10
T,4,11,5,8,2,5,15,1,6,9,11,7,0,8,0,8
A,8,14,8,8,6,9,4,5,4,10,6,12,9,2,7,11
H,5,10,5,7,3,7,5,15,1,7,8,8,3,8,0,8
Z,5,7,6,5,4,8,5,2,9,11,4,10,2,8,6,10
G,4,4,6,6,2,8,5,8,9,6,5,10,2,8,5,10
U,3,1,4,1,1,7,9,5,6,7,10,9,3,10,1,8
B,4,8,6,6,4,11,6,3,7,11,3,7,2,8,5,11
L,7,13,6,7,3,7,4,3,6,11,4,13,2,7,6,8
V,7,9,9,8,10,7,6,5,4,7,6,7,7,10,8,11
B,2,5,4,3,3,8,7,3,6,9,5,7,2,8,5,10
Q,1,1,2,2,2,8,7,5,2,5,6,9,2,9,4,10
G,6,11,7,8,5,6,7,7,7,10,8,10,2,8,5,9
D,4,8,6,6,5,7,8,8,6,9,7,4,4,9,3,7
K,7,10,7,5,3,7,6,3,6,9,8,9,6,11,3,7
Y,4,5,5,7,7,9,6,6,3,7,7,8,7,8,6,4
W,4,8,6,6,3,6,8,4,1,7,8,8,8,9,0,8
Y,4,4,5,6,5,9,9,5,3,7,7,7,5,10,6,4
H,4,4,4,5,2,7,6,15,1,7,8,8,3,8,0,8
S,7,10,5,5,2,9,2,3,4,9,2,9,3,6,5,10
Q,8,15,8,8,5,11,4,5,7,12,3,10,3,7,8,12
D,6,5,6,8,3,5,7,10,10,7,6,5,3,8,4,8
G,3,8,5,6,4,6,6,6,6,7,5,11,2,10,4,9
F,4,11,4,8,3,1,11,4,5,11,11,9,0,8,2,6
U,2,3,3,2,1,5,8,5,6,10,9,8,3,9,2,6
S,2,5,2,4,2,8,8,7,5,8,5,7,2,8,8,8
A,3,9,5,7,3,11,3,2,2,9,2,9,3,5,3,8
C,2,2,3,3,2,6,8,7,8,8,7,13,1,9,4,10
I,3,9,5,7,3,7,7,0,7,13,6,8,0,8,1,8
I,1,1,1,2,1,7,7,1,6,7,6,8,0,8,2,8
H,3,3,5,2,2,7,8,3,6,10,7,7,3,8,3,8
Y,3,5,5,8,6,7,10,3,3,7,8,9,4,10,9,5
W,4,8,7,6,9,9,8,5,2,7,7,7,12,10,4,6
P,3,7,5,11,9,9,8,4,1,8,6,7,7,9,5,6
F,6,11,6,8,2,1,12,5,6,12,11,8,0,8,2,5
J,0,0,1,1,0,12,4,6,3,12,5,11,0,7,0,8
U,2,4,3,3,2,5,8,5,6,10,9,9,3,9,2,6
H,8,11,12,9,10,6,7,3,7,10,8,9,5,8,5,7
R,3,5,4,4,3,7,7,4,5,6,5,6,3,7,4,8
C,3,8,4,6,3,5,7,6,8,5,6,12,1,7,4,10
R,4,9,6,7,6,6,7,5,6,7,6,6,3,7,5,9
B,4,8,6,6,8,8,8,4,3,6,7,7,6,11,8,9
M,6,9,10,7,11,10,5,3,2,9,4,8,11,6,4,7
O,4,8,5,6,4,7,7,7,6,7,5,8,2,8,3,8
C,6,11,7,8,5,5,8,7,6,8,8,15,4,9,6,6
E,3,4,5,3,2,6,8,2,8,11,8,9,2,8,4,7
Z,1,4,2,3,1,8,7,5,8,6,6,8,1,8,7,7
M,6,11,8,8,8,8,6,5,5,6,7,8,8,6,2,7
E,3,7,3,5,2,3,7,6,11,7,7,15,0,8,7,7
U,4,10,5,8,4,8,6,12,4,7,13,7,3,8,0,9
R,3,8,3,6,4,5,9,7,3,7,5,8,2,7,5,11
D,4,11,4,8,3,5,7,11,8,7,6,5,3,8,4,8
F,5,7,6,5,6,7,8,6,4,8,6,8,3,10,8,11
C,7,11,8,8,5,5,7,5,7,12,9,13,4,11,5,5
L,5,10,6,8,4,7,4,2,8,7,1,8,1,6,3,7
F,5,11,6,8,7,6,9,6,4,8,6,8,3,10,8,11
S,2,4,4,3,2,9,6,3,7,10,4,8,1,9,5,9
C,6,9,8,8,8,5,7,3,5,7,6,11,4,11,8,8
U,4,6,4,4,3,7,5,12,4,7,12,8,3,9,0,8
P,6,13,6,7,4,8,9,4,3,12,4,4,4,11,5,6
H,3,6,4,4,2,7,7,14,0,7,6,8,3,8,0,8
H,3,5,6,3,3,7,7,3,6,10,6,8,3,8,3,7
H,4,5,5,4,4,8,7,6,6,7,6,8,3,8,3,7
V,4,7,4,5,2,2,11,3,3,11,11,8,2,11,0,8
J,4,11,5,8,4,8,5,3,7,12,4,10,1,6,2,6
Z,2,1,3,3,2,7,7,5,9,6,6,8,1,8,7,8
M,4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,8
I,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8
S,7,11,7,6,3,9,5,4,4,13,6,8,2,9,3,8
J,1,4,2,3,1,10,7,1,7,11,4,7,0,7,1,7
W,10,15,10,8,5,4,9,2,2,8,10,8,9,12,1,6
N,6,9,9,7,5,9,8,2,5,10,2,4,7,10,2,7
I,1,1,1,3,1,7,7,1,6,7,6,8,0,8,2,8
M,5,6,7,4,6,7,6,5,5,8,6,11,10,5,2,9
E,3,8,4,6,3,7,8,6,10,6,4,9,3,8,6,8
G,4,7,5,5,3,7,7,6,7,10,7,11,2,9,4,9
P,2,3,3,1,1,5,9,4,4,9,8,5,1,9,3,7
R,5,11,7,8,6,10,7,3,5,10,3,7,3,7,4,10
Z,2,3,3,2,2,7,7,5,9,6,6,8,1,8,7,8
O,2,4,3,3,2,7,7,6,4,9,6,8,2,8,2,8
W,4,8,6,6,6,5,11,2,2,7,8,8,7,11,1,8
A,2,4,3,3,1,11,3,3,2,11,2,9,2,6,2,9
J,0,0,1,0,0,12,4,5,3,12,5,11,0,7,0,8
T,3,5,4,4,3,9,12,4,5,5,11,9,2,12,1,8
X,2,1,3,3,2,7,7,3,8,6,6,8,2,8,6,8
J,2,7,3,5,1,14,2,6,5,14,2,11,0,7,0,8
D,2,2,3,3,2,7,7,6,6,7,6,5,2,8,3,7
J,2,9,3,6,2,10,6,1,7,11,3,6,0,7,1,7
X,3,8,5,6,3,8,7,4,8,6,6,8,3,8,6,8
J,1,7,2,5,2,10,6,1,5,11,4,8,0,6,1,7
W,4,4,6,3,3,8,11,3,2,6,9,8,8,12,1,7
A,3,9,5,7,3,11,4,2,2,8,2,9,3,5,3,8
R,3,5,5,4,3,9,7,3,5,10,4,6,3,7,4,10
V,6,11,6,8,4,3,11,1,2,9,10,8,4,11,1,7
T,8,11,7,6,3,7,9,4,8,13,6,8,2,7,4,6
V,5,8,5,6,2,3,11,3,4,10,11,7,2,10,1,8
B,1,0,1,0,1,7,7,6,4,6,6,7,1,8,5,9
G,2,1,3,2,2,7,7,5,5,7,6,10,3,7,4,9
B,4,9,6,6,5,9,6,4,6,10,5,7,3,7,6,9
N,5,9,5,7,3,7,7,15,2,4,6,8,6,8,0,8
K,2,3,3,2,2,6,7,4,7,6,6,10,3,8,4,9
U,3,6,4,4,1,7,4,13,5,7,13,8,3,9,0,8
L,3,7,4,5,3,5,4,5,7,2,2,5,1,6,1,5
O,2,4,3,3,2,8,7,6,3,9,6,8,2,8,2,8
W,5,5,7,8,4,9,8,4,2,7,8,8,9,9,0,8
H,4,11,6,8,7,7,7,5,6,7,6,9,6,8,3,8
B,8,12,6,6,4,9,5,4,5,10,5,9,5,7,7,10
V,5,8,5,6,3,3,12,3,3,10,11,8,2,10,1,8
D,4,6,6,4,5,9,6,4,5,10,3,6,3,7,3,8
Q,3,5,4,8,7,8,7,5,0,6,6,9,7,10,6,12
G,7,12,6,7,3,10,4,4,4,10,3,6,4,7,5,9
D,4,7,5,5,3,6,7,10,10,6,5,6,3,8,4,8
G,6,10,8,8,6,6,6,6,6,5,6,11,2,9,4,8
L,1,4,2,3,1,6,4,2,7,7,2,9,0,7,2,8
D,6,9,6,5,3,8,6,5,5,10,4,6,4,7,6,10
H,1,0,2,0,0,7,7,11,1,7,6,8,3,8,0,8
V,3,3,5,4,1,8,8,4,2,6,14,8,3,10,0,8
T,3,9,5,7,3,7,12,3,7,7,12,8,1,12,1,8
W,4,8,7,6,4,7,10,2,3,7,9,8,8,11,1,8
I,1,5,3,4,1,7,7,0,7,13,6,8,0,8,1,8
M,3,6,4,4,4,9,6,6,4,6,7,5,7,5,2,6
E,3,8,4,6,5,6,7,3,4,6,7,10,4,11,8,7
U,5,5,6,7,2,7,4,14,6,7,15,8,3,9,0,8
A,3,5,5,3,2,10,2,2,2,10,2,9,2,6,2,7
M,11,15,11,8,6,9,11,6,4,4,6,9,10,12,2,7
M,3,4,5,3,3,8,6,6,4,7,7,8,7,5,2,7
A,3,9,5,7,3,10,2,2,2,8,1,8,2,7,3,8
L,4,8,6,7,6,7,6,5,5,7,7,7,3,9,8,11
R,4,8,5,6,4,7,9,6,5,7,6,8,3,7,6,9
U,6,11,7,8,6,8,5,13,5,6,12,8,3,9,0,8
E,0,0,1,0,0,5,7,5,6,7,6,12,0,8,5,11
E,4,7,6,6,5,5,9,3,5,8,7,9,4,10,7,7
P,7,15,7,8,5,8,9,4,4,12,5,4,4,11,6,6
U,3,7,4,5,3,8,5,12,4,7,11,8,3,9,0,8
N,5,10,7,8,4,3,9,4,4,10,11,10,5,7,1,8
K,3,7,5,5,5,8,7,4,4,7,6,7,4,6,8,13
X,5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8
O,1,0,1,0,0,7,7,6,3,7,6,8,2,8,3,8
D,6,5,6,8,3,5,7,10,9,7,6,5,3,8,4,8
J,3,7,4,5,1,8,6,3,7,15,5,10,0,7,1,7
E,5,10,7,8,4,5,9,3,9,11,9,9,2,9,5,5
D,3,6,3,4,2,6,8,10,8,7,7,6,3,8,4,8
